Temperatura Servicio,vajilla,descripcion,maridaje,graduacion,lupulo_afrutado_citrico,lupulo_floral_herbal,amargor,color,maltoso,licoroso,afrutado,especias,acidez
8-14º,tulip,"Es una cerveza Lambic, enriquecida con zumo de melocotón.","Queso de cabra, ceviche y ensaladas.",2.5,,,0.8,0.5,0.5,,3.3,,2.3
8-14º,tulip,Elegida como mejor cerveza añejada en barril en el WBA de 2012.,"Queso de cabra, mariscos con toque de lima. ceviche y salsas cremosas.",7.3,,,1.5,0.6,,1,1,2.4,3.2
8-14º,tulip,Mezcla de 1/3 de cerveza joven y 2/3 de cerveza madurada 2 años en barricas de roble.,"Ensaladas, queso cheddar, carnes asadas.",6,,,1.6,4.4,0.7,1.3,1.1,2.3,3.3
8-14º,tulip,"Existe desde hace más de un siglo, de tipo “roja flamenca” (oud bruin).","Ensaladas, queso cheddar,carnes asadas.",6.3,,,1.6,4.3,0.7,0.6,1,2.5,1.8
8-14º,tulip,Con lúpulos recolectados a finales del verano. Madura durante el invierno.,"Mejillones, raclette y tarta de limón.",6.5,,0.4,2.4,0.7,0.6,0.5,1.1,1.8,0.6
8-14ºC,tulip,"Creada en 1873, rubia, triple y cerveza de temporada de cuerpo mediano.","Mejillones, raclette y tarta de limón.",6.5,,1.2,2.2,0.8,0.7,0.5,1.7,2,
8-14º,tulip,"Cerveza de abadía, receta antigua de color rojo ámbar..",Carnes blandas con especias aromáticas.,11,,,1.6,3.3,,1.9,1.5,2,3.1
8-14º,pint,Conmemora la feroz Batalla de Sole Bay. Una inglesa reconfortante.,"Pollo y cerdo rostizado, fish & chips.",6.3,,0.1,2.4,,1.7,1.9,0.8,,0.4
8-14º,tulip,Esta Ale de ámbar que sacia la sed tiene un equilibrio perfecto.,"Estofados, carnes a la parrilla y frutos secos.",3.9,,,2.2,5,2.2,1.1,0.3,,
8-14º,goblet,"Una especie de caramelo líquido en el que se despliega un concentrado de frutas confitadas, con pizca de alcohol.",Frutos secos.,7.4,0.4,0.2,2.3,3.4,1.9,1.7,1.1,,
4-6º,pint,"Estilo English Bitter sabor equilibrado, seco y con personalidad.&nbsp;","Pollo y cerdo rostizado, fish & chips.",5.2,,0.3,2,2.8,2.3,0.9,0.7,,
8-14º,pint,Ha sido avalada y aplaudida en ferias del mundo entero.,"Pollo y cerdo rostizado, fish & chips.",6.3,,,2.4,2.8,1.5,1.1,1.5,,
6-8º,pint,"Dos veces llamada World Champion Beer, de las más decoradas de su tiempo.","Pollo y cerdo rostizado, fish & chips.",5.9,1.3,0.8,2.6,1.7,1.9,0.5,1.4,,1.1
8-14º,pint,La original. Con su sabor equilibrado y su rica historia.,"Pollo y cerdo rostizado, fish & chips.",4.7,1.4,1.1,2.3,1.5,2,,1.2,,0.6
8-14º,pint,"Brebaje de edición limitada, cumple 21 años.",Comidas especiadas y quesos grasos.,8.5,1.2,1.4,2.4,2.9,1.6,2.3,1.3,0.5,
10-14º,pint,Fermentada en cubos de piedra pizarra de Yorkshire.,Carne a la parrilla,8,,0.5,2.5,3.1,1.5,1.7,0.7,,0.3
8-14º,pint,Ale conmemorativa del 90 cumpleaños oficial de Su Majestad la Reina.,Carne a la parrilla.,9,,0.9,2.3,1.6,1.6,1.2,1.1,,
6-8º,pint,La escocesa más distintiva en el mercado y con su rico roble oscuro.,"Marisco frito, platos de carne y puddings.",7.2,,0.8,2.3,3.6,1.4,1.1,0.3,0.4,
8-14º,pint,Comparte el legado de 175 años de experiencia de elaboración.,"Pollo y cerdo rostizado, fish & chips.",4.5,0.7,1.1,2.8,1,0.9,,0.8,,
4-8ºC,pint,Fermentada en cubos de piedra pizarra de Yorkshire.,"Comidas especiadas o picosas, quesos grasos y pizza.",5,,0.8,2.8,1.3,2,,0.5,,0.3
4-8º,,Se elabora con una mezcla de lúpulos estadounidenses importados.,"Comidas especiadas o picosas, quesos grasos y pizza.",5.5,2.2,0.6,3.3,0.7,,0.3,,,0.3
4-8º,pint,"Un cítrico dominado por la India Pale Ale, su impresión inmediata es suave,acentuada por la miel con final amargo.","Comidas especiadas o picosas, quesos grasos y pizza.",5.9,1.8,2,3,0.4,,0.3,0.4,,0.6
10-14º,pint,Fermentada en cubos de piedra pizarra de Yorkshire.,Carnes rojas a la parrilla.,5,,,2.3,3.1,2.3,,1,,0.6
6-8º,pint,Oscura y cremosa. Versión moderna del estilo Porter del siglo XIX.,"Chocolate, carne a la parrilla.",5.4,,,2.1,5,2.7,0.8,,,0.3
6-8º,pint,"Cerveza del tipo Extra-Strong Bitter elaborada por Fuller's en Inglaterra, Reino Unido.","Pollo y cerdo rostizado, fish & chips.",5.5,,0.4,2.1,1.9,0.9,1,1.7,,0.4
10-14º,pint,El sabor de Guinness Original es tan profundo como su color.,"Chocolate, carne a la parrilla.",5,,,2.2,5,2.3,1.7,,,0.3
10-14º,pint,"Sabor afrutado, caramelo, le siguen notas ahumadas y vibrante amargor.","Chocolate, carne a la parrilla.",8,,,2.7,5,2.1,1.4,,,1
10-14º,pint,Basado en un favorito de la antigua nobleza rusa.,"Chocolate, carne a la parrilla.",7,,,2.8,5,2.7,2,0.3,,
10-14º,pint,Fermentada en cubos de piedra pizarra de Yorkshire.,"Chocolate, carne a la parrilla.",5,,,2.5,5,1.7,,1.1,0.9,0.7
10-14º,pint,Fermentada en cubos de piedra pizarra de Yorkshire.,"Chocolate, carne a la parrilla.",5,,,2.3,5,2.5,,0.8,,
10-14º,pint,Cerveza negra tipo Stout con chocolate orgánico.,Postres con chocolate.,5,,,1.6,5,3.9,,,1.6,
10-14º,pint,"Fuerte, oscura, aromática con notas de café y vainilla.",Postres con chocolate.,6.5,,,2.5,5,2.3,1,,,0.3
10-14º,pint,"Aromas de regaliz, ron, pasas y chocolate con toques de café.",Postres con chocolate.,5.1,,,2.6,5,2.5,0.4,,,
10-14º,pint,"Desde 1831, estilo de cerveza típicamente londinense.",Postres con chocolate.,5.2,,,2.6,5,2.7,0.4,,,
6-8º,pint,El coñac de las cervezas.,"Pollo y cerdo rostizado, fish & chips.",8.5,0.4,,2.4,1.3,1.9,2.2,1.8,,
10-14º,,Apetitoso y picante aroma de pastel de fruta con cuerpo.,Comidas especiadas y quesos grasos.,6,,,2.4,5,1.9,1.8,0.9,1.1,
10-14º,tulip,"Aroma a salsa ahumada Worcestershire, cuero, yodo y bistec a la parrilla.",Asado de cordero.,8,,,2.2,5,2.8,1.8,0.4,0.4,
10-14º,tulip,Esta rica y oscura cerveza imparte un carácter frutal y de whisky.,Asado de cordero.,8,,,2.1,5,2.7,2.3,,0.9,
6-8º,pint,"De color ámbar rojizo, con espuma blanca de persistencia moderada. Presenta aromas marcados a lúpulo y frutas.",Pizza y carnes asadas.,5,1.7,1.4,2.5,3.2,1.6,,1,,
6-8º,pint,"Una ale roja brillante de la costa oeste del 5,8%: pasas quemadas y galletas equilibradas con cítricos.",Pizza y carnes asadas.,4.8,,0.4,2.4,4.5,2.1,0.5,0.4,0.4,0.4
4-8º,pint,Jugosa cerveza tropical mezcla de distintas maltas y aroma a mango y pomelo.,"Comidas especiadas o picosas, quesos grasos y pizza.",5.4,1.8,1.1,2.9,1,,0.3,,,0.8
4-8º,pint,Pale Ale de temporada.,"Pizza, comida mexicana y quesos grasos.",5.5,2,1.2,3.2,0.9,,0.3,,,
4-8º,pint,Cuerpo malteado y cítrico con sabor de pomelo rosado.,"Pizza, comida mexicana y quesos grasos.",5.5,1.8,,3,0.9,,0.3,2.8,,0.5
4-8º,pint,Es una pale ale suave elaborada con lúpulo 100% mosaico.,"Comidas especiadas o picosas, quesos grasos y pizza.",5,,,,,,,,,
4-8º,pint,Maltas tostadas y regaliz con explosión de lúpulo.,"Comidas especiadas o picosas, quesos grasos y pizza.",9,,0.6,2.8,5,1.9,1.7,0.7,,0.6
10-14º,tulip,"Con sabores ricos e intensos, perfectos para la degustación. Su nivel de alcohol entre 8.6% y 10.5%.","Moluscos asados, tiramisú.",10,,,,,,,,,
8-14º,snifter,"Dulzura maltosa, fruta y aroma único de lúpulo.","Pavo, pato y salmón. Si la quieres tomar de postre, pruébala con tarta de queso.",8.8,0.3,,2.3,5,2,2.3,1.3,,0.5
10-14º,snifter,Una cerveza de alta fermentación que ha sufrido un proceso de macro oxidación y maduración en barricas de roble.,Crema catalana y postres intensos y cremosos.,14,,,1.7,4.6,2.8,3.7,1.4,1.9,0.4
8-14º,tulip,Generosamente lupulizada antes de fermentarse a partir de levaduras de champán.,Comidas especiadas y quesos grasos.,6.5,2.3,1.5,2.6,1,0.5,0.7,0.9,,
8-14º,goblet,"De aroma intenso y notas de chocolate amargo, pasas y toques ácidos.",Carnes ligeras y ensaladas.,10,,,2.6,5,2.3,2.1,1.3,,1.4
8-14º,goblet,"Cerveza envejecida en barricas de bourbon, dándole el toque a licor y madera.",Carnes ligeras y ensaladas.,10,,,1.9,3.4,1.3,2.5,1.3,1,0.8
4-6º,tulip,Cerveza de trigo de color rosado por las flores de hibisco añadidas.,"Ensaladas, mariscos, pescados, pastas y arroces.",5.9,0.6,,1.9,1.2,0.8,0.4,1.5,0.4,1.5
6-8º,pint,"Notas de regaliz, madera, coñac y chocolate. Claro punto rancio. Entre las afrutadas hay naranja y cerezas.","Comidas especiadas o picosas, quesos grasos y pizza.",14,,,2.5,5,1.6,2.6,,0.8,0.5
10-14º,snifter,"Color oro amarillo claro, sabor a bret y aroma afrutado. Sabor fresco y afrutado",Comidas especiadas y quesos grasos.,5,,0.8,1.8,0.6,0.5,,0.7,0.5,0.8
10-14º,pint,7 diferentes maltas y cafés combinadas en su preparación.,"Barbacoas, quesos suaves y postres de chocolate.",5.4,,,2.2,5,2.1,0.4,,,0.7
10-14º,pint,Cerveza de avena con 25.0% de ingredientes a base de avena y un buen toque de café gourmet.,Postres con chocolate.,7.5,,,2.5,5,2.3,1.4,,,
6-8º,snifter,"DIPA de potentes notas lupulizadas, malteadas y afrutadas.",Quesos azules y curados.,9.3,2.1,1.2,3.2,2.2,1.5,1.1,0.5,,
4-6º,weizen-weissbier,"Suave, sedosa y perfumada con fantásticas notas de chocolate, frutas y especias. Una obra clásica de Baviera.",Carnes blancas.,6,,,2,5,1.9,0.4,0.4,1.3,
10-14º,snifter,Elaborado según una receta histórica que data de 1890.,"Chocolate, carne a la parrilla.",7.4,,,2.5,5,2.1,2.4,0.3,,1
6-8º,pint,Una Pale Ale muy especial elaborada con lúpulos neozelandeses de la extraña variedad Riwaka.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.1,1.8,0.7,2.6,0.4,,0.5,,,1.6
4-6º,tulip,"Gose elaborado con sal de roca, lactosa y puré de mango. Un mango lassi gose!",Postres con chocolate.,6,2.1,1,1.4,1,,0.3,1,1.1,3.6
8-14º,tulip,"Es una mezcla única de Lambic de un año de edad envejecido en grandes barricas de la Toscana, Italia.",Mariscos y queso de cabra.,6.5,,,1.6,0.8,,0.3,0.8,1.7,3.2
4-6º,tulip,"Producido por infusión de Pilsener, Munchen y maltas de cebada especiales. Notas elegantes y peculiares de fruta fresca.","Carnes, quesos suizos y comida cajún.",6.2,,0.7,2.5,2.1,0.8,0.8,1,,0.3
4-6º,pilsner,"Tipopils es una cerveza ligera producida por infusión, con aproximadamente 5.2% de alcohol.","Pescados, hamburguesas y ensaladas.",5.2,,1.2,2.6,0.5,0.5,0.4,0.7,0.8,
4-6º,pilsner,Cerveza Lager repleta de lúpulos estadounidenses.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,2.1,0.8,3.3,1,0.4,,,,
6-8º,snifter,"Cítrica, tropical, algo floral y herbal.","Comidas especiadas o picosas, quesos grasos y pizza.",9,1.2,1.3,3.3,1.5,0.7,1.9,0.3,,
6-8º,snifter,Maltas al estilo de la costa oeste norteamericana con lúpulos cítricos.,"Comidas especiadas o picosas, quesos grasos y pizza.",9,1.4,0.8,3.4,1.2,0.8,1.6,,,
6-8º,pint,Tiene algunas de las variedades de lúpulo más únicas disponibles.,"Comidas especiadas o picosas, quesos grasos y pizza.",8.7,1.5,1.1,3.2,1.1,1.2,1.6,0.8,,
6-8º,pint,Malta y mucho lúpulo logran aromas masivos de pinos y naranja confitada.,"Comidas especiadas o picosas, quesos grasos y pizza.",7.4,2,2.2,3.4,1,0.5,1.2,0.2,,0.2
10-14º,tulip,Fue elaborado en honor al Dr. Hunter S. Thompson.,"Moluscos asados, tiramisú.",9.2,,,3,5,2.2,2.3,,,0.6
10-14º,snifter,"Maltas de chocolate y tostadas de fruta oscura, toffee y caramelo.",Postres con chocolate.,10.3,,,2.6,5,2.6,1.9,,,0.4
10-14º,snifter,Con maltas oscuras y ahumadas con notas a nuez y ceniza.,Postres con chocolate.,10,,,2.5,5,2.4,2.5,,0.4,0.4
10-14º,snifter,"Sabor a  vainilla de Madagascar, cacao y notas de café.",Postres con chocolate.,9.5,,,3,5,2.3,1.7,0.2,,
10-14º,snifter,Inspirada en las cervezas altamente alcohólicas del siglo XVIII.,Postres con chocolate.,11,,,2.7,5,2.6,1.8,,,
10-14º,snifter,Russian Imperial Stout Bourbon Barrel Aged.,Postres con chocolate.,13,,0.1,2.7,5,2.1,3.2,0.4,1.8,0.2
10-14º,snifter,"Russian Imperial Stout, aroma a chocolate negro y notas ahumadas.",Postres con chocolate.,11.6,,,2.4,5,2,2.7,1,2.1,1
10-14º,snifter,Massive Flanders Stout madurada  en barriles de whisky Talisker.,Postres con chocolate.,13,,,2.6,5,2.1,3.4,0.6,,0.4
4-8ºC,pint,"Aromas cítricos, audaces pomelos y sabores a pino.","Comidas especiadas o picosas, quesos grasos y pizza.",7,1.6,0.8,3,1.9,1.6,1.6,0.6,,
6-8º,pint,"IPA 6.7% solo con malta, levadura, agua y lúpulo. ¡Mucho lúpulo!","Comidas especiadas o picosas, quesos grasos y pizza.",6.7,2,1.2,3.3,0.6,,0.5,0.3,,0.3
6-8º,pint,De color dorado claro con frutas tropicales y caramelo claro en la nariz.,"Comidas especiadas o picosas, quesos grasos y pizza.",5.6,2.7,,3.1,1.1,0.7,0.3,,,
6-8º,pint,Ligera acidez afrutada de la fruta Bergamota y la amargura del lúpulo.,"Comidas especiadas o picosas, quesos grasos y pizza.",7.1,0.8,1.9,3,1.4,1.9,1.6,1,,
6-8º,pint,"Ligeramente amarga, fresca, suave, ligera y muy fácil de beber.","Pizza, comida mexicana y quesos grasos.",7,2.5,1.5,2.8,0.7,,,0.3,,
6-8º,pint,"Ligeramente amarga, fresca, suave, ligera y muy fácil de beber.","Comidas especiadas o picosas, quesos grasos y pizza.",7,1.8,0.6,3.3,1.1,0.3,0.3,,,0.3
4-8º,pint,Es cruel mantener a un animal salvaje encerrado. ¡Libéralo!,"Comidas especiadas o picosas, quesos grasos y pizza.",8.3,,1,2.5,1.5,2,1.8,1.6,,
4-8ºC,pint,"De color cobrizo intenso, en nariz ofrece aromas de fruta. Sabor a caramelo acompañado de fruta exótica.","Comidas especiadas o picosas, quesos grasos y pizza.",7,2.2,1.7,3.3,1,,0.5,,,0.4
4-8ºC,pint,"Predominan las notas de pomelo fresco, fruta de la pasión y mango.","Comidas especiadas o picosas, quesos grasos y pizza.",5.5,2.4,1.3,2.8,0.8,,0.5,,,
4-8ºC,pint,"Cerveza de color dorado brillante y espuma blanca, con un intenso aroma tropical y notas de albaricoque, melocotón y melón. En boca es amarga donde se juntan los matices herbales y frutas tropicales.","Comidas especiadas o picosas, quesos grasos y pizza.",6.9,1.3,0.5,3,1,1,1,,0.4,
4-8ºC,pint,"IPA Imperial resinosa, herbal, muy amarga y áspera.","Comidas especiadas o picosas, quesos grasos y pizza.",9.6,1.3,0.6,3.5,3.5,1.4,2.5,0.6,,
4-8º,pint,Cerveza elaborada con un montón de lúpulos. Con un suave amargor y mucho aroma frutal.,"Comidas especiadas o picosas, quesos grasos y pizza.",6,1.8,0.3,3.2,1.6,0.7,0.5,0.5,,
4-8ºC,pint,"IPA de la costa oeste: dorada, inmensamente lupulada y viva con sabores de pomelo, melocotón y mango.","Comidas especiadas o picosas, quesos grasos y pizza.",5.6,2.3,1.9,2.7,0.7,,,,,0.4
4-8º,pint,"Sabor a mango, papaya, piña, limón y fruta de la pasión.","Comidas especiadas o picosas, quesos grasos y pizza. Comidas especiadas o picosas, quesos grasos y pizza.",6,1.6,1.8,3.2,1.4,2,0.6,0.6,,
8-14º,tulip,"Fusión de dos tradiciones gloriosas, espumosos y Lambic.","Queso de cabra, ceviche y ensaladas.",8,,0.1,1.6,2.8,,1.1,2,2.5,3.3
4-8ºC,pint,"IPA amarga y refrescante con lúpulos Citra, El Dorado y Simcoe.","Comidas especiadas o picosas, quesos grasos y pizza.",6,2.1,1.5,3.3,0.7,0.3,0.3,0.4,0.4,0.4
6-8º,pint,Pale Ale elaborada con mango y maracuyá. Viene con códigos DL.,"Comidas especiadas o picosas, quesos grasos y pizza.",5,1.3,1.7,2.9,2.4,0.5,,0.8,,1.5
10-14º,pint,"Profundo color negro, ricos sabores de chocolate, toffee y café.","Quesos ahumados y maduros, ostras, carnes rojas y de caza, asados, postres con chocolate.",5.6,,,2.3,5,2.4,1.1,,,
10-14º,pint,"Negra y licorosa, con notas de café, chocolate y frutos secos.","Quesos ahumados y maduros, ostras, carnes rojas y de caza, asados, postres con chocolate.",5.9,,,2.9,5,2.3,1.4,,,0.6
6-8º,pint,Base solida de malta miel balanceada con lúpulos cítricos y florales.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.7,2.6,2.1,3.1,0.5,,,,,
6-8º,pint,"IPA fácil de beber, crujiente y fuerte.","Comidas especiadas o picosas, quesos grasos y pizza.",4.5,2.8,,3.1,0.4,,,,,0.6
6-8º,pint,Híbrido Pale Ale/IPA que incorpora las variedades de lúpulo más nuevas.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.5,2.5,1.5,3.3,1.4,,,,,
10-14º,pint,Dry Stout elaborada al estilo de las clásicas irlandesas.,"Chocolate, asados.",4.1,,,3.4,5,2.4,,0.6,,1
10-14º,pint,La avena aporta una sensación cremosa con rico carácter de malta tostada.,"Chocolate, asados.",5.2,,,1.9,0.8,2.2,0.3,,,0.3
4-6º,weizen-weissbier,Elaborada con cuatro maltas diferentes y método de separación de mosto.,Mariscos y moluscos.,8.1,,,1.8,1,1.3,0.7,2.3,1.4,0.5
8-14º,tulip,Cerveza envejecida en barricas de vino de Borgoña.,"Quesos olorosos, Brie madurado.",8,,,1.9,5,1.8,1.9,0.5,1.3,2.4
10-14º,snifter,Imperial Stout envejecida en barrica de Oporto.,Postres con chocolate.,10,,,2.2,5,1.1,1.2,1.3,1.3,1.6
4-8º,pint,Notable cuerpo y cremosidad para ser degustada con los cinco sentidos.,"Comidas especiadas o picosas, quesos grasos y pizza.",6.9,1.8,0.4,2.7,4.8,1.2,1.4,0.4,,
4-6º,pilsner,"Ligera, con acento a lúpulo en nariz y balance malteado en boca.",Carnes blancas y platos grasos.,4.3,2.2,2.2,2.3,0.6,0.5,,0.8,,
6-8º,pint,"Dorada, muy refrescante, ligera de alcohol y suave carbonatación.","Comidas especiadas o picosas, quesos grasos y pizza.",3.6,2.5,0.4,3.1,1.6,0.3,,,,0.3
4-8ºC,pint,Refinada American IPA elaborada con pulpa de fruta de la pasión.,"Comidas especiadas o picosas, quesos grasos y pizza.",7,2.1,2,2.4,1,,0.4,,,1.6
10-14º,snifter,Madurada en barriles de bourbon de roble.,Chocolate negro.,11.6,,,1.6,5,2.1,0.9,,0.6,
10-14º,snifter,La inspiración para nuestras cervezas de barril.,"Comidas especiadas o picosas, quesos grasos y pizza.",11.1,2.2,0.7,2.6,1.3,0.4,3.4,1.4,0.8,
10-14º,snifter,"Elaborado con copos de avena, chocolates amargos y dos tipos de cafés.",Postres con chocolate.,8.3,,,2.5,5,2.9,,0.3,,
4-8ºC,pint,Cerveza IPA de aroma floral e intensidad de maltas que balancean el lúpulo y llevan a un regusto no muy amargo.,"Comidas especiadas o picosas, quesos grasos y pizza.",7.2,1.9,1.4,3.2,1.9,1.1,0.7,0.5,,
10-14º,snifter,Ricas notas de caramelo a las que se añade la complejidad del envejecimiento en barril de bourbon.,"Comidas especiadas o picosas, quesos grasos y pizza.",12.2,0.7,,2.8,3.1,2,2.7,0.8,1.6,
10-14º,snifter,"Cerveza elaborada con siete variedades de malta, de color rubí oscuro y un golpe de lúpulo.","Quesos muy curados, ahumados, pescados azules, carnes rojas y de caza, asados, postres con chocolate, frutos secos.",8.5,0.5,,2.4,5,1.8,1.8,1,,
10-14º,snifter,Cerveza imperial elaborada con elevada cantidad de café y chocolates.,"Quesos muy curados, ahumados, pescados azules, carnes rojas y de caza, asados, postres con chocolate, frutos secos.",12.3,,,2.4,5,2.9,2.9,,0.7,
10-14º,snifter,"Con arándanos, chocolate y vainilla. Madurada en barricas de Bourbon.",Postres con chocolate.,10.5,,,2.4,5,2.3,2.4,1.2,1.9,1
4-8ºC,pint,Presenta dos ingredientes únicos: lúpulo mosaico y malta Golden Promise.,"Comidas especiadas o picosas, quesos grasos y pizza.",5.5,3,1.1,3.2,0.7,,0.3,,,
10-14º,pint,Cerveza Robust Porter americana elaborada al estilo más genuinamente británico.,"Quesos ahumados y maduros, ostras, carnes rojas y de caza, asados, postres con chocolate.",6.5,,,2.3,5,2.9,1.3,,,
10-14º,pint,Cerveza imperial Stout cuyo carácter proviene de la adición de granos de café a la ebullición,Postres y pastelería.,7,,,2.6,5,2.3,1,,,0.3
4-6º,tulip,"Estilo IPA de color invernal cobrizo oscuro. Con aromas a frutas tropicales, presentes en sabor con un punto herbal.","Comidas especiadas o picosas, quesos grasos y pizza.",7.5,2.4,1.3,3.4,3.4,0.8,1.1,0.6,,
4-8º,pint,Estilo IPA. Color caoba con espuma cremosa color beige. Muy aromática.,"Comidas especiadas o picosas, quesos grasos y pizza.",6.4,2.5,0.8,3.3,2.5,0.4,0.6,,,
6-8º,pint,Cerveza rubia con extra de lúpulo.,Quesos azules.,5.5,0.7,1.6,2.9,0.5,0.9,0.3,,,
4-8ºC,pint,Cerveza lupulada de sabor cítrico y resinoso.,"Comidas especiadas o picosas, quesos grasos y pizza.",6.5,1.3,0.9,3,1.3,,0.5,0.5,,
6-8º,pint,Amber Ale tostada y de color rojizo con aromas frutales.,Pizza y carnes asadas.,5,,0.4,2.1,1.8,1.4,0.6,0.9,,0.7
4-6º,tulip,"Sabor sutil y equilibrado, fermentada y madurada a bajas temperaturas.",Encurtidos.,5.2,1.5,1.3,2.4,0.5,0.7,0.4,0.7,,
10-14º,snifter,Russian Imperial Stout elaborada con avena.,Postres con chocolate.,10.4,,,2.3,5,1.4,2.6,0.4,,
4-8º,pint,"Maltas caramelo que equilibran las notas de pomelo, frutas tropicales y cítricos.","Comidas especiadas o picosas, quesos grasos y pizza.",4.7,1.8,,3.1,0.8,0.6,,,,
10-14º,pint,Cerveza de avena con 25.0% de ingredientes a base de avena y un buen toque de café gourmet.,Postres con chocolate.,7.5,,,2.5,5,2.3,1.4,,,
4-8ºC,pint,"Densa, turbia y con una explosión de flores, cítricos y especias.","Comidas especiadas o picosas, quesos grasos y pizza. Comidas especiadas o picosas, quesos grasos y pizza. Comidas especiadas o picosas, quesos grasos y pizza.",5.8,1.5,2.5,3.8,0.8,,0.4,0.5,,
10-14º,snifter,"Cerveza negra, intensa y densa con sabor picante.",Postres con chocolate.,10.5,,,2.3,5,2.3,1.1,0.4,3.7,
10-14º,snifter,Jugamos con aromas y sabores para redondear y enriquecer la experiencia con esta línea experimental.,Postres con chocolate.,10.5,0.3,0.3,2.6,5,1.9,1.3,,3.1,0.3
10-14º,snifter,Jugamos con aromas y sabores para redondear y enriquecer la experiencia con esta línea experimental.,Postres con chocolate.,10.5,,,2.9,5,2.8,2.3,0.8,,0.8
